prompt,image_filename,image_path
**Peter Piper picked a peck of pickled peppers** - <@583324108503384065>,image_19296.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_19296.png
"**<https://s.mj.run/NuFTVYQgGw8>> Beautiful ornate cyberpunk robot alien skull, hyperrealism, photograph, symmetrical —iw 2** - <@167082239794872320> (metered, fast)",image_2197.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_2197.png
"**Legendary Energy Sword of the Colored Dragon Scepter ，very detailed, super high detail, concept art** - <@984322471551443004>",image_14202.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14202.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",image_26950.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_26950.png
**<https://s.mj.run/7_lgFOso7Fs> elderly man in a lazyboy armchair crossing a finish line --ar 16:9** - <@981956077161685083>,image_29545.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_29545.png
"**alien board game, Pharaonic patterns, atmospheric, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - <@382289069012680704>",image_19963.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_19963.png
**<https://s.mj.run/-UA7JBLGKnE> liquid wooden chainmail ferrofluid:: ultraviolet fire male Angel in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful fire braided hair:: full body shot:: --no blurry blur bokeh --iw 1.99** - <@583324108503384065>,image_87.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_87.png
**line drawing of an island** - Upscaled by <@402256924852355073>,image_829.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_829.png
,image_16452.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16452.png
"**a set of chinese dragon robot,designer toy, art toy ,in stylized style, pixar style,minimalist, --ar 16:9** - <@802441290389389362> (relaxed)",image_21002.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_21002.png
**a man made of smoke smoking a cigarette** - <@748270788125261924>,image_14119.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14119.png
"**<https://s.mj.run/0eJL9KSU92Q> big rockstar hippo playing a tiny ukulele, pixar style, standing in the spotlight, octane render, portrait, closeup shot, jazz bar atmosphere, --ar 1:2** - <@522910479941763074>",image_17647.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_17647.png
**Fredric Jameson as deity savior** - <@748270788125261924>,image_14112.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14112.png
**<https://s.mj.run/QEzEiKi6V8s> 1 human anatomical diagram:: nervous system:: full body:: full length:: symmetrical:: tarot card:: vintage paper:: poster:: intricate:: detailed:: in the style of junji ito:: --ar 1:3** - <@981947740646932550> (relaxed),image_18821.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_18821.png
**<https://s.mj.run/6KxL3IDWf2E> An AI living in the cosmos** - Upscaled by <@167082239794872320> (relaxed),image_4624.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_4624.png
**Photograph of new Performance by William Kentridge: Ghostbusters. Set Design of the year. Panoramic Shot.  large scale. Ultra High resolution. Stage Photography. -** - Upscaled by <@673538751275859989>,image_17124.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_17124.png
"**tarot card alien, perfect storm, patterns, yellow and blue, highly detailed and intricate, artstation --ar 5:7 --no text --uplight** - <@382289069012680704> (relaxed)",image_26502.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_26502.png
**flying cat with super powers lasers saving human from evil while sipping a cup of tea in a retro steam punk environment that has 1 light source rendered in 8k super high definition details** - <@938206455838965851>,image_18758.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_18758.png
"**Machias, Maine in the style of Eric Peterson Alois Hans Schram --aspect 16:8** - <@959192950846410812>",image_4625.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_4625.png
Hi,image_5678.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_5678.png
"**<https://s.mj.run/c9CFSFPGKPk> face portrait, cgi owl blended human, feathers made of multicolored neon dripping paint, melting paint, octane rendered, cinematic dim lighting, 8k, hyper realistic, extremely detailed, --ar 8:10** - <@423504418445590529> (relaxed)",image_4548.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_4548.png
**Luchador El Santo wrestler in the style of botticelli birth of venus** - <@981943289307598909>,image_10432.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_10432.png
"**cute cyberpunk dragon Personal toy robot ,retro , full body size real studio lighting,octane render, real studio lighting, 8k, blue color scheme** - <@984322471551443004>",image_14304.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14304.png
**<https://s.mj.run/Q5u8L5jU0NA> Fredric Jameson as deity savior** - Upscaled by <@748270788125261924>,image_14083.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14083.png
"**Victorian Treehouse by a waterfall, night, fireflies** - <@581578522234191899>",image_14120.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14120.png
"**MCU, Mythic God Pan wearing a Humming bird skull, Pascal Blanche, Dave Mckean, Simon Bisley, concept Illustration.** - Upscaled by <@831593332148011008>",image_14170.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14170.png
**mad scientist laboratory | 1977 1972 | maximalist | detailed | retro futuristic technology | Frankenstein laboratory interior | weird shapes | beakers electronic transformer | Van de Graaff Generators huge | wires test tubes Petri dishes microscopes experiments experimental technology jack kirby highly detailed environment | dark mysterious dramatic lighting 9:16** - <@986404200177094667> (relaxed),image_10435.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_10435.png
"**stunning muse of beauty:: photography of a sata  wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, backlit beautiful face, clean brush stroke, 8k character concept art, by WLOP and artgerm, 3d, --ar 2:3 --uplight --iw 1.8 --stop 20** - <@688517415285555389>",image_27743.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_27743.png
"**<https://s.mj.run/7Na0NOVB9a8> high detailed absolute symmetrical photo of a bulldog face, cinematic, shallow depth of field** - Upscaled (Max) by <@585107801748144148>",image_769.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_769.png
"**character design the banyan tree wrapped around skull cinematic shot nebula octane render realism 8k highly detailed and intricate hd, dynamic lighting,** - Upscaled by <@703784144139976765>",image_26888.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_26888.png
**Sierpiński triangle pyramids of Egypt** - <@583324108503384065>,image_11756.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_11756.png
**<https://s.mj.run/jmoA-QCLbKQ> a logo for standup paddle boarding** - <@802441290389389362> (relaxed),image_14127.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14127.png
