prompt,image_filename,image_path
"**<https://s.mj.run/b3W06tH1oyU> a sup, in milokai style ,top view ,white back ground** - <@802441290389389362> (relaxed)",image_12220.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_12220.png
"**<https://s.mj.run/Ye-ZhM1YlC8> cats covered with many glowing eyes, floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - Upscaled by <@412798156477169664> (metered, fast)",image_1240.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1240.png
"**<https://s.mj.run/QIgF9-KsZaU> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - <@412798156477169664> (metered, fast)",image_1242.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1242.png
"**<https://s.mj.run/0qqFIdUHZkU> first person shooter video game perspective aiming weapon at ghost far away, walking thorough dark tunnel, looks like half life game, brutalism, dim lighting, depressing, thick smoke, creatures with glowing eyes attacking, --ar 16:9** - Upscaled (Max) by <@522910479941763074>",image_1259.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1259.png
**a pigeon wearing a tracksuit in a stop motion movie** - Upscaled by <@522910479941763074>,image_12745.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_12745.png
"**<https://s.mj.run/RzfJ-y43Byk> a hawk wearing military uniform inspects his troops before a battle, ww2 style clothing** - <@298406433605681154> (relaxed)",image_12746.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_12746.png
"**<https://s.mj.run/QIgF9-KsZaU> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - <@412798156477169664> (metered, fast)",image_1285.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1285.png
"**<https://s.mj.run/NWoSDEM_Hdw> a tranquil lake surrounded by lush trees, a little house in the center of the lake, moon in the sky, rolling mountains in the distance, dof, high saturation, light effect, morning warm light, anime style, matte, ghibli and Bob Ross, Monet, vibrant, james gilleard, paul bond, minimalism, ink, matte, --ar 16:9** - <@979016566094045215> (relaxed)",image_12923.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_12923.png
"**<https://s.mj.run/24z9QAMd72U> Mario and Luigi dying at a wedding, pointilism art style** - <@298406433605681154> (relaxed)",image_12925.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_12925.png
**<https://s.mj.run/tA56qD0k6lM> neon metallic clear salt crystal glowing sphere:: orbiting a sphere:: miniature construction equipment photography by Annie Leibovitz and Moebius:: heavy equipment orbiting a planet::1.2 Saturn:: --no painting** - Upscaled by <@583324108503384065>,image_1304.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1304.png
**<https://s.mj.run/Lk78srrt8YQ> neon metallic clear salt crystal glowing sphere:: orbiting a sphere:: miniature construction equipment photography by Annie Leibovitz and Moebius:: heavy equipment orbiting a planet::1.2 Saturn:: --no painting** - <@583324108503384065>,image_1310.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1310.png
"**<https://s.mj.run/Ye-ZhM1YlC8> cats covered with many glowing eyes, floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - <@412798156477169664> (metered, fast)",image_1311.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1311.png
"**<https://s.mj.run/e5y97WJe7p8> a hyper real, extreme closeup, extremely detailed and geometric glazed ceramic model of a city on a table in a studio, octane render, studio lighting, dark background --ar 16:9** - <@915823609405136936>",image_13133.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13133.png
**<https://s.mj.run/Hbww0x5atw0> neon metallic clear salt crystal glowing sphere:: orbiting a sphere:: miniature construction equipment photography by Annie Leibovitz and Moebius:: heavy equipment orbiting a planet::1.2 Saturn:: --no painting** - Upscaled by <@583324108503384065>,image_1315.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1315.png
"**<https://s.mj.run/8NTMzYSalVE> first person shooter video game perspective aiming weapon at ghost far away, walking thorough dark tunnel, looks like half life game, brutalism, dim lighting, depressing, thick smoke, creatures with glowing eyes attacking, --ar 16:9** - Upscaled by <@522910479941763074>",image_1318.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1318.png
**<https://s.mj.run/tA56qD0k6lM> neon metallic clear salt crystal glowing sphere:: orbiting a sphere:: miniature construction equipment photography by Annie Leibovitz and Moebius:: heavy equipment orbiting a planet::1.2 Saturn:: --no painting** - <@583324108503384065>,image_1323.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1323.png
**<https://s.mj.run/mycoXVtYa-A> community of animation artists gathering at the lake of annecy. huge glowing balloons in the sky. photoreal. hyperdetail. unreal engine. trending on artstation** - Upscaled by <@758272529683972099>,image_1324.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1324.png
**three issey miyake designed and one yayoi kusama designed  designed glazed pottery pieces on a minimal background shot in studio lighting** - Upscaled by <@915823609405136936>,image_13298.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13298.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",image_13310.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13310.png
"**<https://s.mj.run/LpqfrETYjIA> a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's SUP""** - <@802441290389389362> (relaxed)",image_13311.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13311.png
**pandora planet** - <@984322471551443004>,image_13319.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13319.png
"**<https://s.mj.run/5SIjuCF9vcM> biomechanical wall, frontal, dramatic lighting, in the style of Giger, hyperdetailed, animal skulls relief, mist, bull horns** - Upscaled by <@902656786895605840>",image_1332.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1332.png
"**<https://s.mj.run/DHVA93AE0Nk> a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's SUP""** - <@802441290389389362> (relaxed)",image_13524.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13524.png
**Piotr Knabe cute robot alien symmetrical character design art --aspect 9:14** - Upscaled by <@986404200177094667> (relaxed),image_13565.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13565.png
This one is my all time favorite Void Cat! 😻😻😻,image_1366.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1366.png
**neon metallic clear salt crystal glowing sphere:: orbiting a sphere heavy machinery:: photography:: miniature excavators backhoes cranes orbiting a planet::1.2 --no painting** - <@583324108503384065>,image_1367.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1367.png
"**""Garden of Eden"" by John Stephens, Benoit Mandelbrot, Beeple and Roger Dean | Beautiful detailed ethereal alien paradise garden, alien geometry, peculiar angles, fractal patterns** - <@939275554539053076>",image_13803.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13803.png
"**translucent cellular filigree covering all of the blue sky above —ar 16:9** - Upscaled by <@249397224176353281> (metered, fast)",image_13844.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13844.png
"**gameplay footage of 1985 SEGA videogame, biblical trippy epic catastrophe dynamic colors horror shooting game** - <@988372478797709322>",image_13845.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13845.png
****weird alien potted plant coral  ferns organic forms unique assymetrical  retro futurism raygun gothic style utopia --aspect 9:16** - Upscaled by <@986404200177094667> (relaxed),image_13847.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13847.png
"**gameplay footage of 1998 low budget N64 nintendo64 game, neon killer blade wave frequency vibrations trippy adventure game** - Upscaled by <@988372478797709322>",image_13877.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13877.png
"**a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's SUP""** - <@802441290389389362> (relaxed)",image_13878.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_13878.png
**community of animation artists gathering at the lake of annecy. huge glowing balloons in the sky. photoreal. hyperdetail. unreal engine. trending on artstation** - Upscaled by <@758272529683972099>,image_1390.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1390.png
looking forward to seeing it,image_14070.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14070.png
**<https://s.mj.run/Q5u8L5jU0NA> Fredric Jameson as deity savior** - Upscaled by <@748270788125261924>,image_14083.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14083.png
**an ancient page with written cuniform** - Upscaled by <@697301044765655100> (relaxed),image_14086.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14086.png
**Fredric Jameson as deity savior** - <@748270788125261924>,image_14112.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14112.png
**<https://s.mj.run/UX3iySrUAj4> a logo for standup paddle boarding** - <@802441290389389362> (relaxed),image_14113.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14113.png
**a man made of smoke smoking a cigarette** - <@748270788125261924>,image_14119.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14119.png
"**Victorian Treehouse by a waterfall, night, fireflies** - <@581578522234191899>",image_14120.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14120.png
"**<https://s.mj.run/sK-WTqIQLTA> closed wooden eldritch door wall with an ancient ornate intricate with the sigil symbol of a thousand organic eyes emblazoned on the cover, cinematic, realistic, intricate detail, finely detailed, small details, extra detail, photorealistic, high resolution, 3D, PBR, path tracing, volumetric lighting, octane render, arnold render, 8k --ar 4:5** - <@270316766666686464> (relaxed)",image_14122.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14122.png
"**<https://s.mj.run/51hBJYK-BAg> Motherboard, by Karel Thole and Mike Mignola --ar 2:3** - <@977252506335858758> (relaxed)",image_14123.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14123.png
**<https://s.mj.run/hJ3JhN8j_g8> a logo for standup paddle boarding** - <@802441290389389362> (relaxed),image_14126.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14126.png
**<https://s.mj.run/jmoA-QCLbKQ> a logo for standup paddle boarding** - <@802441290389389362> (relaxed),image_14127.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14127.png
**neon metallic clear salt crystal glowing sphere:: orbiting excavators::1.1** - <@583324108503384065>,image_1417.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1417.png
"**MCU, Mythic God Pan wearing a Humming bird skull, Pascal Blanche, Dave Mckean, Simon Bisley, concept Illustration.** - Upscaled by <@831593332148011008>",image_14170.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14170.png
"**Legendary Energy Sword of the Colored Dragon Scepter (very detailed, super high detail, concept art)** - Upscaled by <@984322471551443004>",image_14199.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14199.png
**<https://s.mj.run/orKlcvHG3Ag> massive fractal spiderweb spanning across a jungle road:: massive fractal spiderweb with cars caught in it:: cars caught in spiderweb by James paik:: jungle road photograph by Annie Leibovitz::1.4 glowing fibrosis:: --ar 9:16** - Upscaled (Max) by <@583324108503384065>,image_1420.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1420.png
"**Legendary Energy Sword of the Colored Dragon Scepter ，very detailed, super high detail, concept art** - <@984322471551443004>",image_14202.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14202.png
**Tapestry of Life** - Upscaled by <@581578522234191899>,image_14211.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14211.png
**a logo for standup paddle boarding** - <@802441290389389362> (relaxed),image_14223.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14223.png
"****funny cute Alien . Pixar character design  --aspect 9:19** - Upscaled (Max) by <@986404200177094667> (metered, fast)",image_14243.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14243.png
"**cute cyberpunk dragon Personal toy robot ,retro , full body size real studio lighting,octane render, real studio lighting, 8k, blue color scheme** - <@984322471551443004>",image_14304.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14304.png
"****funny weird awkward alien character tentacles Pixar r. Crumb  --aspect 9:12** - Upscaled by <@986404200177094667> (metered, fast)",image_14319.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14319.png
**<https://s.mj.run/KIa0z7ct7Aw> an axolotl in the style of rembrandt** - <@981956077161685083>,image_14357.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14357.png
"**<https://s.mj.run/6LctIzqjkBU> a complicated factory fit inside a transparent pill capsule , extreme close up, tiny details, tiny factory workers, bright, complicated inside, high octane render** - Upscaled (Max) by <@981956077161685083>",image_14473.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_14473.png
**community of animation artists gathering at the lake of annecy. concept art. photoreal. hyperdetail. unreal engine. trending on artstation** - Upscaled by <@758272529683972099>,image_1449.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1449.png
**community of animation artists gathering at the lake of annecy. concept art. photoreal. hyperdetail. unreal engine. trending on artstation** - Upscaled by <@758272529683972099>,image_1451.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1451.png
**<https://s.mj.run/dl2CCJS9vVE> massive fractal spiderweb spanning across a jungle road:: massive fractal spiderweb with cars caught in it:: cars caught in spiderweb by James paik:: jungle road photograph by Annie Leibovitz::1.4 --ar 9:1** - <@583324108503384065>,image_1458.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1458.png
**<https://s.mj.run/6adVtfxra_s> massive fractal spiderweb spanning across a jungle road:: massive fractal spiderweb with cars caught in it:: cars caught in spiderweb by James paik:: jungle road photograph by Annie Leibovitz::1.4 --ar 9:16** - <@583324108503384065>,image_1463.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1463.png
"**a luminous cyberpunk monolith in a mountain landscape, dramatic scenery, digital art, contest winner, digital painting, by RHADS and Ivan Aivazovsky** - <@264540572755165184>",image_1464.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1464.png
"**<<https://s.mj.run/P_2vbs3AXy4>> black paper + jacksepticeye + antlers + red hearts + red roses + black vines + scrollwork + rococco + baroque + white ink + tarot card, Peter Mohrbacher, Marc Simonetti, Mike Mignola, detailed, intricate ink illustration, symmetry. --aspect 15:9** - <@63432180038119424> (relaxed)",image_15747.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_15747.png
"**<https://s.mj.run/8po6ztFhVM8> a yellow spaceship over douro valley in portugal with a perfect storm, volumetric clouds, atmospheric, studio ghibli style** - <@382289069012680704>",image_15755.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_15755.png
"**<https://s.mj.run/1OEbAaVw7kU> --ar 9:16** - Upscaled by <@713319244347211797> (metered, fast)",image_158.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_158.png
**<https://s.mj.run/0DSmfF1SLIM> animation community** - <@758272529683972099>,image_1583.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1583.png
"**<https://s.mj.run/WgEoDbwc5Ew> Focus on fractal cat, medium full shot, smiling, made of spirals, lots of fur, muted colours, sitting on a throne made of Hawthorne and ruby berries, in the background a lush garden, trees, bats are circling around the trees, soft reddish afternoon glow in the sky, dusk, highly realistic, denoised, made with cinema4D, rendered with Redshift, UHD --aspect 16:9 --uplight** - Upscaled (Light) by <@873483547866976256> (relaxed)",image_1599.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1599.png
**<https://s.mj.run/3dHVT5Y2WEI> --iw 4 --aspect 5:5** - <@959192950846410812>,image_1602.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1602.png
**annecy animation festival** - <@758272529683972099>,image_1603.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1603.png
**<https://s.mj.run/3dHVT5Y2WEI> --iw 2 --aspect 5:1** - Upscaled by <@959192950846410812>,image_1604.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_1604.png
"**<https://s.mj.run/gI9zhNjigvk> waist up, halfbody of a young handsome man, barebacked ,  white hair,dragon fly out from his shoulder, dark soul, Demon soul , handsome,lean face, male, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, james jean, Brian froud, ross tran, Laputa,Ruan jia, Crow god , Irakli Nadar,  Huang Guangjian —ar 16:9 —uplight —no blur** - <@958942713489801246>",image_16068.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16068.png
"**<https://s.mj.run/KUFmGsaLyQQ> , living room, unreal engine --ar 16:9** - Upscaled by <@713319244347211797>",image_16380.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16380.png
"**<https://s.mj.run/KUFmGsaLyQQ> , living room, unreal engine --ar 16:9** - Upscaled by <@713319244347211797>",image_16382.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16382.png
"**<https://s.mj.run/He0gjQPodsQ> , living room, unreal engine --ar 16:9** - Upscaled by <@713319244347211797>",image_16396.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16396.png
"**<https://s.mj.run/DqNTggLLtH8> A beautiful mysterious forest with prismatic statues and surreal objects lying around it, plus there is a beautiful breathtaking ruin from which dark little creatures come out with glowing red eyes, Fantasy Forest, realistic, Ultra realistic, Detailed, Concept Art, Trendy on artstation, —aspect 3:4 --uplight** - Upscaled (Light) by <@264159385700401153> (relaxed)",image_16428.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16428.png
"**<https://s.mj.run/T6nmfiU-oPc> garden of Eden, by Karel Thole --ar 3:2** - <@977252506335858758> (relaxed)",image_16431.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16431.png
**motobike crab knight** - <@989167810947198976>,image_16449.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16449.png
,image_16452.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16452.png
**oriental laboratory  yellow panes glass  wood stone steel Porcelain raw  concrete salvia patens roof sand lake deposit oval mirror in sky** - <@989167810947198976>,image_16479.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1664x1664\image_16479.png
