prompt,image_filename,image_path
"**<https://s.mj.run/ZGLj9aJ04cQ> long wavy twisting cat floating in colorful glowing swirling whisps, emerging from the void, shallow depth of field, occult inspired, cosmic horror, chaos magic --ar 10:45** - <@412798156477169664> (relaxed)",image_28156.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_28156.png
**giant Pokémon carcasses littered on a deserted beach:: realistic:: hyper realism:: volumetric lighting:: rendered in octane:: 4k post processing:: --ar 16:9** - Upscaled by <@981947740646932550> (relaxed),image_18519.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_18519.png
"**<https://s.mj.run/VM6ohJN1u2Q> --iw 5 stunning devil of horror:: photography of a satan:: wrapped in a silk sarong in the wind:: anime waifu style character:: clean soft lighting:: backlit beautiful face:: clean brush stroke:: 8k:: character concept art:: by WLOP and artgerm, 3d, --ar 2:3 --stop 80 --uplight** - Upscaled (Light, Max) by <@688517415285555389>",image_24388.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_24388.png
"**<https://s.mj.run/l-aP6cfmM8Y> over-the-shoulder shot of an angel looking into a hellish pit of torment, 8k, unreal engine rendered, zbrush textures, hyper detailed, extremely realistic, 🩸🔥☠️👿😱, --ar 18:24** - Upscaled by <@423504418445590529> (relaxed)",image_7202.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_7202.png
/imagine prompt:disco ball,image_3139.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_3139.png
"**<https://s.mj.run/gH0TtgqbAfo> --ar 9:16** - Upscaled by <@713319244347211797> (metered, fast)",image_142.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_142.png
"**<https://s.mj.run/rywHH_HJOAg> shintaesub, Chuu Chloe, portrait , beautiful girl , cyborg , tri angle shape on face, godlen details, cyber punk , clockwork , old machine , tatoos, pinterest, insanely detail and intricate, matte painting, cinematic, dream of doll ducan , artstation trending, cgsociety, Ruan Jia , Huang Guangjian —ar 2:3 —uplight —no blur** - Upscaled (Light, Max) by <@958942713489801246>",image_22186.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_22186.png
"**<https://s.mj.run/6kZj4WHoreI> --ar 9:16** - <@713319244347211797> (metered, fast)",image_6477.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_6477.png
"**sprawling desert::5 mountains on the horizon::4 photo:: maximum detail:: ornate:: volumetric lighting:: wide angle:: subdued colours:: ultra realistic --w 2100 --h 1500 --uplight** - Upscaled (Light, Max) by <@201877187966533633> (relaxed)",image_3168.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_3168.png
**buddhist punk planet** - Upscaled by <@109400117135581184> (relaxed),image_5480.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_5480.png
"**AWP rifle sculpted from marble with beautiful fabric draped over it, beautiful lighting, classical sculpture** - <@298406433605681154>",image_5617.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_5617.png
"**<https://s.mj.run/8-FVW9Yv12Y> a jazz band of penguins playing in a dive bar in front of a crowd of other animals, stagelighting::5, energy::10, red::10, smoke:5** - Upscaled (Max) by <@522910479941763074>",image_2335.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_2335.png
"**alien kiss, Pharaonic patterns, atmospheric, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704>",image_19797.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_19797.png
"**painting of a shaded mountain valley leading to a cave realistic a lovecraftian universe with sharp details ambient lighting, surreal, fantasy and explorer hat, full pose --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",image_11443.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_11443.png
"**<https://s.mj.run/SlvdIyLvwEY> a clockwork gold ultron from age of ultron, photoreal unreal engine --uplight** - <@697301044765655100> (relaxed)",image_3087.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_3087.png
**<https://s.mj.run/gliQyVLfV5I> liquid wooden chainmail ferrofluid:: ultraviolet mage in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful neon green braided hair:: full body shot:: --no blurry blur bokeh --uplight** - <@583324108503384065>,image_169.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_169.png
"**<https://s.mj.run/E3pow2k0qno> tropical islands, clouds, acrylic painting, hyper realistic, highly detailed, 8k --ar 9:16 --no ship** - Upscaled by <@713319244347211797> (relaxed)",image_11933.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_11933.png
"**<https://s.mj.run/DEaQuqAx4jg> sack of potatoes meets aesop industrial design, minimal, still life, --ar 16:9** - <@915823609405136936>",image_18257.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_18257.png
"**<https://s.mj.run/QIgF9-KsZaU> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 7:2** - Upscaled by <@412798156477169664> (relaxed)",image_6362.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_6362.png
"**<https://s.mj.run/7hkb5isF0ME> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - Upscaled by <@412798156477169664> (relaxed)",image_5802.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_5802.png
"**scary mouth, many teeth, by Karel Thole and Mike Mignola --ar 2:3** - Upscaled by <@977252506335858758> (relaxed)",image_16817.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_16817.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",image_5196.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_5196.png
**school bus fire turbo rocket --hd --wallpaper** - <@291402929540300800>,image_5627.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_5627.png
"**<https://s.mj.run/3oFfkS_s98E> waist up, halfbody of a young handsome man, barebacked , white hair,dragon fly out from his shoulder, dark soul, Demon soul , handsome,lean face, male, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, james jean, Brian froud, ross tran, Laputa,Ruan jia, Crow god , Irakli Nadar, Huang Guangjian —ar 16:9 —uplight —no blur** - <@958942713489801246>",image_16055.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_16055.png
"**<https://s.mj.run/ZKl1qTdNCKU> swirling vortex of melting bones and ornate golden filigree, ethereal off whites colors, inspired by Peter Mohrbacher, in the style of Ryu Oyama, Rendered in Nvidia's Omniverse, 85mm focal length, 2.8 aperture , portrait, Sony a1, 4k, post-processing, highly detailed sculpture, --w 512 --h 3584** - <@277334971394424833> (relaxed)",image_3076.png,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\1536x1536\image_3076.png
